,Dates,Traveler,Member,Party,State / District,Destination,Sponsor,Filing Type,hrefs,Page #,Departure,Return,Year,Country,Raw Costs
1195,"Aug. 25, 2019 - Aug. 31, 2019",Ricardo Terrazas,Duncan D. Hunter,R,CA-50,"Moscow, Russia",Woodrow Wilson International Center for Scholars,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022198.pdf,110,"Aug. 25, 2019 "," Aug. 31, 2019",2019,Russia,"

Traveler See attached sheet. _| See attached sheet See attached sheet. | See attached sheet.

Accompanying
"
1196,"Aug. 24, 2019 - Aug. 31, 2019",Sarah Miller,Brian Mast,R,FL-18,"Kharkiv, Ukraine",Atlantic Council,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022201.pdf,110,"Aug. 24, 2019 "," Aug. 31, 2019",2019,Ukraine,Error making sandwich
1197,"Aug. 24, 2019 - Aug. 31, 2019",Michael Lucier,Jennifer Wexton,D,VA-10,"Kharkiv, Ukraine",Atlantic Council,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022213.pdf,110,"Aug. 24, 2019 "," Aug. 31, 2019",2019,Ukraine,"
Traveler IS
nen pes fo
"
1198,"Aug. 26, 2019 - Aug. 31, 2019",Kimberly Stanton,Eliot L. Engel,D,NY-16,"Bogata, Colombia",Washington Office on Latin America,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022227.pdf,110,"Aug. 26, 2019 "," Aug. 31, 2019",2019,Colombia,Error making sandwich
1199,"Aug. 25, 2019 - Aug. 31, 2019",Brittany A. Madni,Troy Balderson,R,OH-12,"Moscow, Russia",Woodrow Wilson International Center for Scholars,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022232.pdf,110,"Aug. 25, 2019 "," Aug. 31, 2019",2019,Russia,"

See attached sheet. See attached sheet. See attached sheet. | See attached sheet.

Accompanying
"
1200,"Aug. 25, 2019 - Aug. 31, 2019",Nishith Pandya,Bobby L. Rush,D,IL-1,"Moscow, Russia",Woodrow Wilson International Center for Scholars,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022057.pdf,110,"Aug. 25, 2019 "," Aug. 31, 2019",2019,Russia,"

See attached sheet. See attached sheet. See attached sheet. | See attached sheet.

Accompanying
"
1201,"Aug. 24, 2019 - Aug. 31, 2019",Michael McCabe Jr.,Brian Fitzpatrick,R,PA-1,"Kharkiv, Ukraine",Atlantic Council,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022243.pdf,110,"Aug. 24, 2019 "," Aug. 31, 2019",2019,Ukraine,error
1202,"Aug. 25, 2019 - Aug. 31, 2019",Jonathan Halpern,Sanford D. Bishop Jr.,D,GA-2,"Moscow, Russia",Woodrow Wilson International Center for Scholars,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022065.pdf,110,"Aug. 25, 2019 "," Aug. 31, 2019",2019,Russia,"

See attached sheet. See attached sheet. See attached sheet. | See attached sheet.

Accompanying
"
1203,"Aug. 24, 2019 - Aug. 31, 2019",Laura Detter,Scott Perry,R,PA-10,"Kharkiv, Ukraine",Atlantic Council,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022244.pdf,110,"Aug. 24, 2019 "," Aug. 31, 2019",2019,Ukraine,"

me |fa702. 4 G30.'5] py nh

Accompanying
"
1204,"Aug. 25, 2019 - Aug. 31, 2019",Ryan Carney,Bryan Steil,R,WI-1,"Moscow, Russia",Woodrow Wilson International Center for Scholars,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022088.pdf,111,"Aug. 25, 2019 "," Aug. 31, 2019",2019,Russia,"

See attached sheet. See attached sheet. See attached sheet. | See attached sheet.

Accompanying
"
1205,"Aug. 25, 2019 - Aug. 31, 2019",Denise Fleming,Cynthia Axne,D,IA-3,"Moscow, Russia",Woodrow Wilson International Center for Scholars,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022096.pdf,111,"Aug. 25, 2019 "," Aug. 31, 2019",2019,Russia,"

See attached sheet. See attached sheet. See attached sheet. | See attached sheet.

Accompanying
"
1206,"Aug. 25, 2019 - Aug. 31, 2019",Daniel Hare,Michael R. Turner,R,OH-10,"Moscow, Russia",Woodrow Wilson International Center for Scholars,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022102.pdf,111,"Aug. 25, 2019 "," Aug. 31, 2019",2019,Russia,"

See attached sheet. See attached sheet. See attached sheet. | See attached sheet.

Accompanying
"
1207,"Aug. 25, 2019 - Aug. 30, 2019",James Notter,Steny H. Hoyer,D,MD-5,"Buenos Aires, Argentina",International Republican Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022131.pdf,111,"Aug. 25, 2019 "," Aug. 30, 2019",2019,Argentina,"

Traveler $1,861.83

Accompanying
"
1208,"Aug. 25, 2019 - Aug. 30, 2019",Derek Luyten,Eliot L. Engel,D,NY-16,"Buenos Aires, Brazil",International Republican Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022144.pdf,111,"Aug. 25, 2019 "," Aug. 30, 2019",2019,Brazil,"

Traveler $1,861.83

Accompanying
"
1209,"Aug. 18, 2019 - Aug. 27, 2019",Chris Crawford,Buddy Carter,R,GA-1,"Kasane, Botswana",Conservation International,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022189.pdf,112,"Aug. 18, 2019 "," Aug. 27, 2019",2019,Botswana,"

Good Faith
Estimate

$3,941.5

5. Actual amount of expenses paid on behalf of, or reimbursed to, each individual named in Question 4:
$2,302.58 (Single)
$1835.83 (Double

$787.67
room
: .

6. All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment. Signify
statement is true by checking box:

$50 Visa fees for Zambia

Accompanying
"
1210,"Aug. 18, 2019 - Aug. 27, 2019",Steven Horsford,Steven Horsford,D,NV-4,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022230.pdf,112,"Aug. 18, 2019 "," Aug. 27, 2019",2019,Israel,Error making sandwich
1211,"Aug. 18, 2019 - Aug. 27, 2019",Chris Crawford,Buddy Carter,R,GA-1,"Kasane, Botswana",Conservation International,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022251.pdf,112,"Aug. 18, 2019 "," Aug. 27, 2019",2019,Botswana,"

$3201.37 $2302.58 (Single) and | $802.67 $50 Visa Fee for Zambia
$1835.83 (Double)

"
1212,"Aug. 18, 2019 - Aug. 26, 2019",Eric Amidon,Lee Zeldin,R,NY-1,"Kasane, Botswana",Conservation International Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022157.pdf,112,"Aug. 18, 2019 "," Aug. 26, 2019",2019,Botswana,"

$3,941.5 $2,302.58 (Single) $787.67 $50 Visa fees for Zambia
$1835.83 (Double
room

Accompanying NIA
"
1213,"Aug. 18, 2019 - Aug. 26, 2019",Emma Norvell,Gilbert Cisneros,D,CA-39,"Kasane, Botswana",Conservation International Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022168.pdf,112,"Aug. 18, 2019 "," Aug. 26, 2019",2019,Botswana,"

Traveler $3,941.5 $2,302.58 (Single) | $787.67 $50 Visa fees for Zambia

$1835.83 (Double
room

Accompanying
"
1214,"Aug. 18, 2019 - Aug. 26, 2019",Iain Hart,John Garamendi,D,CA-3,"Kasane, Botswana",Conservation International Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022183.pdf,112,"Aug. 18, 2019 "," Aug. 26, 2019",2019,Botswana,"

$3,941.5 $2,302.58 (Single) $787.67 $50 Visa fees for Zambia
$1835.83 (Double

room

Accompanying NIA
"
1215,"Aug. 17, 2019 - Aug. 25, 2019",Christopher Quintyne,Hakeem Jeffries,D,NY-8,"Osweicim, Poland",Auschwitz Institute for Peace and Reconciliation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500021972.pdf,112,"Aug. 17, 2019 "," Aug. 25, 2019",2019,Poland,error
1216,"Aug. 18, 2019 - Aug. 25, 2019",Ann Wagner,Ann Wagner,R,MO-2,"Tel Aviv, Israel",U.S. Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022060.pdf,112,"Aug. 18, 2019 "," Aug. 25, 2019",2019,Israel,"
Traveler $2,990- Bus, Entrance
$8,701.84 $1,655 $1,545 Fees, Guide, Driver,
Meeting Rooms,
Gratuities
Accompanying $2,990- Bus, Entrance
"
1217,"Aug. 16, 2019 - Aug. 25, 2019",Olivia Rose Hnat,Cathy McMorris Rodgers,R,WA-5,"Tel Aviv, Israel",U.S. Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022083.pdf,112,"Aug. 16, 2019 "," Aug. 25, 2019",2019,Israel,"

$2,990- Bus, Entrance
$7,361.44 $2,840 Fees, Guide, Driver,
Meeting Rooms,
Gratuities

Accompanying
"
1218,"Aug. 16, 2019 - Aug. 25, 2019",Cathy McMorris Rodgers,Cathy McMorris Rodgers,R,WA-5,"Tel Aviv, Israel",U.S. Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022084.pdf,112,"Aug. 16, 2019 "," Aug. 25, 2019",2019,Israel,
1219,"Aug. 16, 2019 - Aug. 25, 2019",David P. Roe,Phil Roe,R,TN-1,"Tel Aviv, Israel",U.S. Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022087.pdf,112,"Aug. 16, 2019 "," Aug. 25, 2019",2019,Israel,Error making sandwich
1220,"Aug. 17, 2019 - Aug. 24, 2019",Anthony Lemma,Grace Meng,D,NY-6,"Oswiecim, Poland",Auschwitz Institute for Peace and Reconciliation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022205.pdf,112,"Aug. 17, 2019 "," Aug. 24, 2019",2019,Poland,Error making sandwich
1221,"Aug. 17, 2019 - Aug. 24, 2019",Elizabeth Leibowitz,Nita M. Lowey,D,NY-17,"Arusha, Tanzania",RESULTS Educational Fund,Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022215.pdf,112,"Aug. 17, 2019 "," Aug. 24, 2019",2019,Tanzania,error
1222,"Aug. 17, 2019 - Aug. 24, 2019",Sandra Ung,Grace Meng,D,NY-6,"Krakow, Poland",Auschwitz Institute for Peace and Reconciliation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022235.pdf,113,"Aug. 17, 2019 "," Aug. 24, 2019",2019,Poland,Error making sandwich
1223,"Aug. 17, 2019 - Aug. 24, 2019",Mary Burke,Ann Wagner,R,MO-2,"Tel Aviv, Israel",U.S. Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022064.pdf,113,"Aug. 17, 2019 "," Aug. 24, 2019",2019,Israel,Error making sandwich
1224,"Aug. 17, 2019 - Aug. 24, 2019",Brandon Shane Hand,Tom Cole,R,OK-4,"Arusha, Tanzania",RESULTS Educational Fund,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022093.pdf,113,"Aug. 17, 2019 "," Aug. 24, 2019",2019,Tanzania,Error making sandwich
1225,"Aug. 16, 2019 - Aug. 22, 2019",Chad Carlough,Bradley Byrne,R,AL-1,"Tel Aviv, Israel",U.S. Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022059.pdf,114,"Aug. 16, 2019 "," Aug. 22, 2019",2019,Israel,"

$2,940- Bus, Entrance

$7,326.44 : Fees, Guide, Driver,
Meeting Rooms,
Gratuities

Accompanying
"
1226,"Aug. 16, 2019 - Aug. 22, 2019",Bradley Byrne,Bradley Byrne,R,AL-1,"Tel Aviv, Israel",U.S. Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022061.pdf,114,"Aug. 16, 2019 "," Aug. 22, 2019",2019,Israel,"

Traveler '$2,940- Bus, Entrance
$8,546.84 $2,010 $1,215 Fees, Guide, Driver,
Meeting Rooms, Gratuitie
Accompanying
"
1227,"Aug. 20, 2019 - Aug. 22, 2019",Ken Buck,Ken Buck,R,CO-4,"Guatemala City, Guatemala",Guatemala Prospera,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022079.pdf,114,"Aug. 20, 2019 "," Aug. 22, 2019",2019,Guatemala,"

Accompanying
"
1228,"Aug. 8, 2019 - Aug. 21, 2019",William Timmons,William Timmons,R,SC-4,"Tel Aviv, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022082.pdf,114,"Aug. 8, 2019 "," Aug. 21, 2019",2019,Israel,"
$6,289.33 . $2,393.31

Please find breakdown
attached

Accompanying | $6,289.33 $1,266.99 $2,393.31
"
1229,"Aug. 12, 2019 - Aug. 20, 2019",Kathleen Rice,Kathleen Rice,D,NY-4,"Kigali, Rwanda",Aspen Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022000.pdf,114,"Aug. 12, 2019 "," Aug. 20, 2019",2019,Rwanda,Error making sandwich
1230,"Aug. 12, 2019 - Aug. 19, 2019",Bobby Rush,Bobby L. Rush,D,IL-1,"Kigali, Rwanda",Aspen Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021969.pdf,114,"Aug. 12, 2019 "," Aug. 19, 2019",2019,Rwanda,Error making sandwich
1231,"Aug. 12, 2019 - Aug. 19, 2019",Susan Davis,Susan A. Davis,D,CA-53,"Kigali, Rwanda",Aspen Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021973.pdf,114,"Aug. 12, 2019 "," Aug. 19, 2019",2019,Rwanda,"

$525; Conf. expenses
incl. meeting space & AV
services, visa costs

Accompanying

: $525; Conf. expenses
"
1232,"Aug. 12, 2019 - Aug. 19, 2019",Jan Schakowsky,Jan Schakowsky,D,IL-9,"Kigali, Rwanda",Aspen Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021992.pdf,114,"Aug. 12, 2019 "," Aug. 19, 2019",2019,Rwanda,"

$525; Conf. expenses
incl. meeting space & AV
services, visa costs

Accompanying

$525; Conf. expenses
incl. meeting space & AV
services, visa costs

"
1233,"Aug. 12, 2019 - Aug. 19, 2019",Rick Larsen,Rick Larsen,D,WA-2,"Kigali, Rwanda",Aspen Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022004.pdf,114,"Aug. 12, 2019 "," Aug. 19, 2019",2019,Rwanda,"
Traveler $525; Conf. expenses
incl. meeting space & AV
services, visa costs

Accompanying $525; Conf. expenses
"
1234,"Aug. 12, 2019 - Aug. 19, 2019",Rick Larsen,Rick Larsen,D,WA-2,"Kigali, Rwanda",Aspen Institute,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022228.pdf,114,"Aug. 12, 2019 "," Aug. 19, 2019",2019,Rwanda,
1235,"Aug. 12, 2019 - Aug. 19, 2019",Fred Upton,Fred Upton,R,MI-6,"Kigali, Rwanda",Aspen Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021960.pdf,114,"Aug. 12, 2019 "," Aug. 19, 2019",2019,Rwanda,"
‘Traveler $525; Conf. expenses
incl. meeting space & AV
services, visa costs

Accompanying $525; Conf. expenses
"
1236,"Aug. 8, 2019 - Aug. 18, 2019",Steven C. Watkins,Steven Watkins,R,KS-2,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021993.pdf,114,"Aug. 8, 2019 "," Aug. 18, 2019",2019,Israel,Error making sandwich
1237,"Aug. 8, 2019 - Aug. 17, 2019",Bryan Steil,Bryan Steil,R,WI-1,"Jerusalem, Israel",American Israel Edcuation Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022007.pdf,114,"Aug. 8, 2019 "," Aug. 17, 2019",2019,Israel,"
$8.235.34 F $1,321.76 $2,393.31

Please find breakdown
attached

Accompanying
"
1238,"Aug. 12, 2019 - Aug. 17, 2019",John Garamendi,John Garamendi,D,CA-3,"Kigali, Rwanda",Aspen Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021916.pdf,115,"Aug. 12, 2019 "," Aug. 17, 2019",2019,Rwanda,"

$800 $525; Conf. expenses
incl. meeting space & AV
services, visa costs

Accompanying
"
1239,"Aug. 8, 2019 - Aug. 16, 2019",Ron Wright,Ron Wright,R,TX-6,"Jerusalem, Israel",American Israel Education Foundation,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022134.pdf,115,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,error
1240,"Aug. 9, 2019 - Aug. 16, 2019",John Curtis,John Curtis,R,UT-3,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021979.pdf,115,"Aug. 9, 2019 "," Aug. 16, 2019",2019,Israel,Error making sandwich
1241,"Aug. 8, 2019 - Aug. 16, 2019",Ross Spano,Ross Spano,R,FL-15,"Jerusalem, Israel",American Israel Education Foundation,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022137.pdf,115,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,error
1242,"Aug. 8, 2019 - Aug. 16, 2019",Ben Cline,Ben Cline,R,VA-6,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021980.pdf,115,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,Error making sandwich
1243,"Aug. 8, 2019 - Aug. 16, 2019",Denver Riggleman,Denver Riggleman,R,VA-5,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021982.pdf,115,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,Error making sandwich
1244,"Aug. 8, 2019 - Aug. 16, 2019",Kelly Armstrong,Kelly Armstrong,R,ND-1,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021984.pdf,115,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,"
$2,393.34

Please find breakdown
attached

a
$8,531.84 $1,266.99 $1,562.59

$1,266.99 $1,562.59 $2,393.31
Please find breakdown

| attached

6, All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment. Signify
statement is true by checking box:

"
1245,"Aug. 8, 2019 - Aug. 16, 2019",Alexander X. Mooney,Alex Mooney,R,WV-2,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021985.pdf,115,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,"

$1,562.59 $2,393.31
Please find breakdown
attached

Accompanying . $1,562.59 $2,393.31
"
1246,"Aug. 8, 2019 - Aug. 16, 2019",Ralph Norman,Ralph Norman,R,SC-5,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021986.pdf,115,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,Error making sandwich
1247,"Aug. 8, 2019 - Aug. 16, 2019",Lance Gooden,Lance Gooden,R,TX-5,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021987.pdf,115,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,"

Traveler $9,173.34 $1,266.99 $1,562.59 $2,393.31
Please find breakdown
attached

Accompanying {$9,173.34 $1,266.99 $1,562.59 $2,393.31
"
1248,"Aug. 8, 2019 - Aug. 16, 2019",Troy Balderson,Troy Balderson,R,OH-12,"Jerusalem, Israel",American Israel Education Foundation,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022151.pdf,115,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,error
1249,"Aug. 8, 2019 - Aug. 16, 2019",Michael Waltz,Michael Waltz,R,FL-6,"Jerusalem, Israel",American Israel Education Foundation,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022153.pdf,115,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,error
1250,"Aug. 8, 2019 - Aug. 16, 2019",Chip Roy,Chip Roy,R,TX-21,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021990.pdf,115,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,Error making sandwich
1251,"Aug. 8, 2019 - Aug. 16, 2019",Lance Gooden,Lance Gooden,R,TX-5,"Jerusalem, Israel",American Israel Education Foundation,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022154.pdf,115,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,error
1252,"Aug. 8, 2019 - Aug. 16, 2019",Elise M. Stefanik,Elise Stefanik,R,NY-21,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021994.pdf,115,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,Error making sandwich
1253,"Aug. 8, 2019 - Aug. 16, 2019",Kevin McCarthy,Kevin McCarthy,R,CA-23,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021995.pdf,115,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,"
Traveler $9,882.64 $1,266.99 $1,562.59 $2,393.31

Please find breakdown

attached

Accompanying [$9,882.64 $1,266.99 $1,562.59 $2,393.31
"
1254,"Aug. 8, 2019 - Aug. 16, 2019",Anthony Gonzalez,Anthony Gonzalez,R,OH-16,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500021996.pdf,115,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,"

Traveler $8,284.70 $1,266.99 $1,562.59 $2,393.31
Please find breakdown
attached
Accompanying 1$8 284.70 $1,266.99 $1,562.59 $2,393.31
"
1255,"Aug. 8, 2019 - Aug. 16, 2019",Michael Cloud,Michael Cloud,R,TX-27,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022001.pdf,116,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,"
$2,393.31

Please find breakdown
attached

Accompanying {$9,133.34 . $1,562.59 $2,393.31
"
1256,"Aug. 8, 2019 - Aug. 16, 2019",Elise M. Stefanik,Elise Stefanik,R,NY-21,"Jerusalem, Israel",American Israel Education Foundation,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022171.pdf,116,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,error
1257,"Aug. 8, 2019 - Aug. 16, 2019",Greg Pence,Greg Pence,R,IN-6,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022005.pdf,116,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,"
$1,562.59 $2,393.31

Please find breakdown
attached

Accompanying : $1,562.59 $2,393.31
"
1258,"Aug. 8, 2019 - Aug. 16, 2019",Deborah Lesko,Debbie Lesko,R,AZ-8,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022006.pdf,116,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,"

$1,321.76 $2,393.34
Please find breakdown
attached

$1,321.76 $2,393.31
"
1259,"Aug. 8, 2019 - Aug. 16, 2019",Carol D. Miller,Carol Miller,R,WV-3,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022010.pdf,116,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,"

$6,481.84 / © ($2,393.31

Please find breakdown
attached

$1,266.99 $1,562.59 $2,393.31
"
1260,"Aug. 8, 2019 - Aug. 16, 2019",John Rose,John Rose,R,TN-6,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022011.pdf,116,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,Error making sandwich
1261,"Aug. 8, 2019 - Aug. 16, 2019",Ron Wright,Ron Wright,R,TX-6,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022012.pdf,116,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,error
1262,"Aug. 8, 2019 - Aug. 16, 2019",Ron Estes,Ron Estes,R,KS-4,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022013.pdf,116,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,"
$2,393.31

Please find breakdown
atiached

Total Transportation

Traveler

$1,266.99 $1,562.59

Accompanying |$6,563.14
"
1263,"Aug. 8, 2019 - Aug. 16, 2019",Ross Spano,Ross Spano,R,FL-15,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022014.pdf,116,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,"
$1,266.99 $1,562.59 $2,393.31

Please find breakdown
attached

$1,268.99 $1,562.59 $2,393.31
"
1264,"Aug. 8, 2019 - Aug. 16, 2019",John Rose,John Rose,R,TN-6,"Jerusalem, Israel",American Israel Education Foundation,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022187.pdf,116,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,error
1265,"Aug. 8, 2019 - Aug. 16, 2019",Troy Balderson,Troy Balderson,R,OH-12,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022015.pdf,116,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,Error making sandwich
1266,"Aug. 8, 2019 - Aug. 16, 2019",Jim Baird,James Baird,R,IN-4,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022016.pdf,116,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,Error making sandwich
1267,"Aug. 8, 2019 - Aug. 16, 2019",Pete Stauber,Pete Stauber,R,MN-8,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022017.pdf,116,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,Error making sandwich
1268,"Aug. 8, 2019 - Aug. 16, 2019",Clay Higgins,Clay Higgins,R,LA-3,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022018.pdf,116,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,error
1269,"Aug. 8, 2019 - Aug. 16, 2019",Michael Waltz,Michael Waltz,R,FL-6,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022019.pdf,116,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,Error making sandwich
1270,"Aug. 10, 2019 - Aug. 16, 2019",Corey Holmes,Karen Bass,D,CA-37,"Arua, Uganda",Cooperative for Assistance and Relief Everywhere,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022049.pdf,116,"Aug. 10, 2019 "," Aug. 16, 2019",2019,Uganda,"
- a
Accompanying
"
1271,"Aug. 8, 2019 - Aug. 16, 2019",Daniel Meuser,Daniel Meuser,R,PA-9,"Jerusalem, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2019/500022237.pdf,117,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,
1272,"Aug. 8, 2019 - Aug. 16, 2019",Natalie Joyce,Kevin McCarthy,R,CA-23,"Tel Aviv, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2019/500022075.pdf,117,"Aug. 8, 2019 "," Aug. 16, 2019",2019,Israel,Error making sandwich
