,row,cost
1566,5579,"

$3,941.5 $2,302.58 (Single) $787.67 $50 Visa fees for Zambia
$1835.83 (Double
room

Accompanying NIA
"
1567,5580,"

$3,941.5 $2,302.58 (Single) $787.67 $50 Visa fees for Zambia
$1835.83 (Double
room

Accompanying NIA
"
1568,5581,"

$3,941.5 $2,302.58 (Single) $787.67 $50 Visa fees for Zambia
$1835.83 (Double
room

Accompanying NIA
"
1569,5582,"

Traveler $3,941.5 $2,302.58 (Single) | $787.67 $50 Visa fees for Zambia

$1835.83 (Double
room

Accompanying
"
1570,5583,"

Traveler $3,941.5 $2,302.58 (Single) | $787.67 $50 Visa fees for Zambia

$1835.83 (Double
room

Accompanying
"
1571,5584,"

Traveler $3,941.5 $2,302.58 (Single) | $787.67 $50 Visa fees for Zambia

$1835.83 (Double
room

Accompanying
"
1572,5585,"

Traveler $3,941.5 $2,302.58 (Single) | $787.67 $50 Visa fees for Zambia

$1835.83 (Double
room

Accompanying
"
1573,5586,"

$3,941.5 $2,302.58 (Single) $787.67 $50 Visa fees for Zambia
$1835.83 (Double

room

Accompanying NIA
"
1574,5587,"

$3,941.5 $2,302.58 (Single) $787.67 $50 Visa fees for Zambia
$1835.83 (Double

room

Accompanying NIA
"
1575,5588,"

$3,941.5 $2,302.58 (Single) $787.67 $50 Visa fees for Zambia
$1835.83 (Double

room

Accompanying NIA
"
1576,5589,"

$3,941.5 $2,302.58 (Single) $787.67 $50 Visa fees for Zambia
$1835.83 (Double

room

Accompanying NIA
"
1577,5590,error
1578,5591,"
Traveler $2,990- Bus, Entrance
$8,701.84 $1,655 $1,545 Fees, Guide, Driver,
Meeting Rooms,
Gratuities
Accompanying $2,990- Bus, Entrance
"
1579,5593,"

$2,990- Bus, Entrance
$7,361.44 $2,840 Fees, Guide, Driver,
Meeting Rooms,
Gratuities

Accompanying
"
1580,5594,
1581,5595,Error making sandwich
1582,5596,Error making sandwich
1583,5597,error
1584,5598,error
1585,5599,error
1586,5600,Error making sandwich
1587,5601,Error making sandwich
1588,5603,Error making sandwich
1589,5604,Error making sandwich
1590,5606,"

Traveler $2925.49 $638.50 $250.20 $466
($250 for Visa and $216
for Arusha National Park

Accompanying
"
1591,5607,Error making sandwich
1592,5608,Error making sandwich
1593,5609,Error making sandwich
1594,5611,Error making sandwich
1595,5651,"

$2,940- Bus, Entrance

$7,326.44 : Fees, Guide, Driver,
Meeting Rooms,
Gratuities

Accompanying
"
1596,5652,"

Traveler '$2,940- Bus, Entrance
$8,546.84 $2,010 $1,215 Fees, Guide, Driver,
Meeting Rooms, Gratuitie
Accompanying
"
1597,5655,"

Accompanying
"
1598,5666,"
$6,289.33 . $2,393.31

Please find breakdown
attached

Accompanying | $6,289.33 $1,266.99 $2,393.31
"
1599,5668,Error making sandwich
1600,5670,Error making sandwich
1601,5671,"

$525; Conf. expenses
incl. meeting space & AV
services, visa costs

Accompanying

: $525; Conf. expenses
"
1602,5672,"

$525; Conf. expenses
incl. meeting space & AV
services, visa costs

Accompanying

$525; Conf. expenses
incl. meeting space & AV
services, visa costs

"
1603,5673,"
Traveler $525; Conf. expenses
incl. meeting space & AV
services, visa costs

Accompanying $525; Conf. expenses
"
1604,5675,"
‘Traveler $525; Conf. expenses
incl. meeting space & AV
services, visa costs

Accompanying $525; Conf. expenses
"
1605,5681,Error making sandwich
1606,5682,Error making sandwich
1607,5683,Error making sandwich
1608,5697,"
$8.235.34 F $1,321.76 $2,393.31

Please find breakdown
attached

Accompanying
"
1609,5698,"
$8.235.34 F $1,321.76 $2,393.31

Please find breakdown
attached

Accompanying
"
1610,5699,"
$8.235.34 F $1,321.76 $2,393.31

Please find breakdown
attached

Accompanying
"
1611,5700,"

$800 $525; Conf. expenses
incl. meeting space & AV
services, visa costs

Accompanying
"
1612,5703,error
1613,5704,error
1614,5705,error
1615,5706,Error making sandwich
1616,5707,Error making sandwich
1617,5708,Error making sandwich
1618,5709,error
1619,5710,Error making sandwich
1620,5711,error
1621,5712,Error making sandwich
1622,5713,error
1623,5714,Error making sandwich
1624,5715,Error making sandwich
1625,5716,Error making sandwich
1626,5717,Error making sandwich
1627,5718,"
$2,393.34

Please find breakdown
attached

a
$8,531.84 $1,266.99 $1,562.59

$1,266.99 $1,562.59 $2,393.31
Please find breakdown

| attached

6, All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment. Signify
statement is true by checking box:

"
1628,5719,"
$2,393.34

Please find breakdown
attached

a
$8,531.84 $1,266.99 $1,562.59

$1,266.99 $1,562.59 $2,393.31
Please find breakdown

| attached

6, All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment. Signify
statement is true by checking box:

"
1629,5720,"
$2,393.34

Please find breakdown
attached

a
$8,531.84 $1,266.99 $1,562.59

$1,266.99 $1,562.59 $2,393.31
Please find breakdown

| attached

6, All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment. Signify
statement is true by checking box:

"
1630,5721,"

$1,562.59 $2,393.31
Please find breakdown
attached

Accompanying . $1,562.59 $2,393.31
"
1631,5722,"

$1,562.59 $2,393.31
Please find breakdown
attached

Accompanying . $1,562.59 $2,393.31
"
1632,5723,"

$1,562.59 $2,393.31
Please find breakdown
attached

Accompanying . $1,562.59 $2,393.31
"
1633,5724,Error making sandwich
1634,5725,Error making sandwich
1635,5726,Error making sandwich
1636,5727,"

Traveler $9,173.34 $1,266.99 $1,562.59 $2,393.31
Please find breakdown
attached

Accompanying {$9,173.34 $1,266.99 $1,562.59 $2,393.31
"
1637,5728,"

Traveler $9,173.34 $1,266.99 $1,562.59 $2,393.31
Please find breakdown
attached

Accompanying {$9,173.34 $1,266.99 $1,562.59 $2,393.31
"
1638,5729,"

Traveler $9,173.34 $1,266.99 $1,562.59 $2,393.31
Please find breakdown
attached

Accompanying {$9,173.34 $1,266.99 $1,562.59 $2,393.31
"
1639,5730,error
1640,5731,error
1641,5732,error
1642,5733,error
1643,5734,error
1644,5735,error
1645,5736,Error making sandwich
1646,5737,error
1647,5738,Error making sandwich
1648,5739,error
1649,5740,Error making sandwich
1650,5741,error
1651,5742,Error making sandwich
1652,5743,Error making sandwich
1653,5744,Error making sandwich
1654,5745,"
Traveler $9,882.64 $1,266.99 $1,562.59 $2,393.31

Please find breakdown

attached

Accompanying [$9,882.64 $1,266.99 $1,562.59 $2,393.31
"
1655,5746,"
Traveler $9,882.64 $1,266.99 $1,562.59 $2,393.31

Please find breakdown

attached

Accompanying [$9,882.64 $1,266.99 $1,562.59 $2,393.31
"
1656,5747,"
Traveler $9,882.64 $1,266.99 $1,562.59 $2,393.31

Please find breakdown

attached

Accompanying [$9,882.64 $1,266.99 $1,562.59 $2,393.31
"
1657,5748,"

Traveler $8,284.70 $1,266.99 $1,562.59 $2,393.31
Please find breakdown
attached
Accompanying 1$8 284.70 $1,266.99 $1,562.59 $2,393.31
"
1658,5749,"

Traveler $8,284.70 $1,266.99 $1,562.59 $2,393.31
Please find breakdown
attached
Accompanying 1$8 284.70 $1,266.99 $1,562.59 $2,393.31
"
1659,5750,"

Traveler $8,284.70 $1,266.99 $1,562.59 $2,393.31
Please find breakdown
attached
Accompanying 1$8 284.70 $1,266.99 $1,562.59 $2,393.31
"
1660,5752,"
$2,393.31

Please find breakdown
attached

Accompanying {$9,133.34 . $1,562.59 $2,393.31
"
1661,5753,"
$2,393.31

Please find breakdown
attached

Accompanying {$9,133.34 . $1,562.59 $2,393.31
"
1662,5754,"
$2,393.31

Please find breakdown
attached

Accompanying {$9,133.34 . $1,562.59 $2,393.31
"
1663,5755,error
1664,5756,"
$1,562.59 $2,393.31

Please find breakdown
attached

Accompanying : $1,562.59 $2,393.31
"
1665,5757,error
1666,5758,"
$1,562.59 $2,393.31

Please find breakdown
attached

Accompanying : $1,562.59 $2,393.31
"
1667,5759,error
1668,5760,"
$1,562.59 $2,393.31

Please find breakdown
attached

Accompanying : $1,562.59 $2,393.31
"
1669,5761,"

$1,321.76 $2,393.34
Please find breakdown
attached

$1,321.76 $2,393.31
"
1670,5762,"

$1,321.76 $2,393.34
Please find breakdown
attached

$1,321.76 $2,393.31
"
1671,5763,"

$1,321.76 $2,393.34
Please find breakdown
attached

$1,321.76 $2,393.31
"
1672,5765,"

$6,481.84 / © ($2,393.31

Please find breakdown
attached

$1,266.99 $1,562.59 $2,393.31
"
1673,5766,"

$6,481.84 / © ($2,393.31

Please find breakdown
attached

$1,266.99 $1,562.59 $2,393.31
"
1674,5767,"

$6,481.84 / © ($2,393.31

Please find breakdown
attached

$1,266.99 $1,562.59 $2,393.31
"
1675,5768,Error making sandwich
1676,5769,Error making sandwich
1677,5770,Error making sandwich
1678,5771,error
1679,5772,error
1680,5773,error
1681,5774,"
$2,393.31

Please find breakdown
atiached

Total Transportation

Traveler

$1,266.99 $1,562.59

Accompanying |$6,563.14
"
1682,5775,"
$2,393.31

Please find breakdown
atiached

Total Transportation

Traveler

$1,266.99 $1,562.59

Accompanying |$6,563.14
"
1683,5776,"
$2,393.31

Please find breakdown
atiached

Total Transportation

Traveler

$1,266.99 $1,562.59

Accompanying |$6,563.14
"
1684,5777,"
$1,266.99 $1,562.59 $2,393.31

Please find breakdown
attached

$1,268.99 $1,562.59 $2,393.31
"
1685,5778,"
$1,266.99 $1,562.59 $2,393.31

Please find breakdown
attached

$1,268.99 $1,562.59 $2,393.31
"
1686,5779,error
1687,5780,"
$1,266.99 $1,562.59 $2,393.31

Please find breakdown
attached

$1,268.99 $1,562.59 $2,393.31
"
1688,5781,error
1689,5782,Error making sandwich
1690,5783,error
1691,5784,Error making sandwich
1692,5785,Error making sandwich
1693,5786,Error making sandwich
1694,5787,Error making sandwich
1695,5788,Error making sandwich
1696,5789,Error making sandwich
1697,5790,Error making sandwich
1698,5791,Error making sandwich
1699,5792,error
1700,5793,error
1701,5794,error
1702,5795,Error making sandwich
1703,5796,Error making sandwich
1704,5797,Error making sandwich
1705,5799,"
- a
ae ff

"
1706,5800,"
- a
ae ff

"
1707,5806,Error making sandwich
1708,5807,"

$2,048.09 $2,393.31

Please find breakdown
attached

"
1709,5808,"
Traveler $8,369.34 $2,048.09 $1,562.59 $2,393.31
Please find breakdown
attached
Accompanying
"
1710,5809,"

$2,393.31
Please find breakdown
attached

oT

$6,914.84 $2,048.09 $1,562.59

Accompanying
"
1711,5832,"

Traveler $6,710.74 $1,075.46 $1,321.76 $2,393.34
Please find breakdown
attached

Accompanying 1$40,410.74 $1,075.46 $1,321.76 $2,393.31
"
1712,5834,"

Traveler $6,710.74 $1,075.46 $1,321.76 $2,393.34
Please find breakdown
attached

Accompanying 1$40,410.74 $1,075.46 $1,321.76 $2,393.31
"
1713,5836,"

Traveler $6,710.74 $1,075.46 $1,321.76 $2,393.34
Please find breakdown
attached

Accompanying 1$40,410.74 $1,075.46 $1,321.76 $2,393.31
"
1714,5874,Error making sandwich
1715,5875,Error making sandwich
1716,5876,Error making sandwich
1717,5878,Error making sandwich
1718,5879,"
$7,140.45 $2,624.63 $1,597.78 $2,000.24
Please find breakdown

attached

Accompanying [n/a
"
1719,5880,"
$7,140.45 $2,624.63 $1,597.78 $2,000.24
Please find breakdown

attached

Accompanying [n/a
"
1720,5881,"
$7,140.45 $2,624.63 $1,597.78 $2,000.24
Please find breakdown

attached

Accompanying [n/a
"
1721,5882,Error making sandwich
1722,5883,Error making sandwich
1723,5884,Error making sandwich
1724,5885,"

$963.50 $633.11 $2,000.24
Please find breakdown
attached

"
1725,5886,"

$963.50 $633.11 $2,000.24
Please find breakdown
attached

"
1726,5887,"

$963.50 $633.11 $2,000.24
Please find breakdown
attached

"
1727,5888,Error making sandwich
1728,5889,Error making sandwich
1729,5890,Error making sandwich
1730,5891,"

$2,000.24
Please find breakdown
attached

$2,624.63

"
1731,5892,"

$2,000.24
Please find breakdown
attached

$2,624.63

"
1732,5893,"

$2,000.24
Please find breakdown
attached

$2,624.63

"
1733,5894,"
$2,000.24

Please find breakdown
attached

Total Transportation

Accompanying
"
1734,5895,"
$2,000.24

Please find breakdown
attached

Total Transportation

Accompanying
"
1735,5896,"
$2,000.24

Please find breakdown
attached

Total Transportation

Accompanying
"
1736,5897,"
$2,624.63 $1,597.78 $2,000.24
Please find breakdown
attached
Accompanying nla n/a nla
"
1737,5898,"
$2,624.63 $1,597.78 $2,000.24
Please find breakdown
attached
Accompanying nla n/a nla
"
1738,5899,"
$2,624.63 $1,597.78 $2,000.24
Please find breakdown
attached
Accompanying nla n/a nla
"
1739,5901,Error making sandwich
1740,5902,Error making sandwich
1741,5903,Error making sandwich
1742,5904,Error making sandwich
1743,5905,"
$2,000.24

Please find breakdown
attached

Total Transportation | Total Lodging
Expenses Expenses

$7,140.45 $1,409.42

Accompanying [$8,264.95
"
1744,5906,"
$2,000.24

Please find breakdown
attached

Total Transportation | Total Lodging
Expenses Expenses

$7,140.45 $1,409.42

Accompanying [$8,264.95
"
1745,5907,"
$2,000.24

Please find breakdown
attached

Total Transportation | Total Lodging
Expenses Expenses

$7,140.45 $1,409.42

Accompanying [$8,264.95
"
1746,5908,Error making sandwich
1747,5909,"
+

Traveler $5,419.70 $1,409.42 $1,597.78 $2,000.24
Please find breakdown
attached

Accompanying {$5,419.70 | $1,409.42
"
1748,5910,"
+

Traveler $5,419.70 $1,409.42 $1,597.78 $2,000.24
Please find breakdown
attached

Accompanying {$5,419.70 | $1,409.42
"
1749,5911,"
+

Traveler $5,419.70 $1,409.42 $1,597.78 $2,000.24
Please find breakdown
attached

Accompanying {$5,419.70 | $1,409.42
"
1750,5912,"

Traveler [$7,800.95 $1,409.42 $1,597.78 $2,000.24
“ Please find breakdown |
attached
Accompanying | $7,800.95 $1,409.42 $1,597.78 $2,000.24
"
1751,5913,"

Traveler [$7,800.95 $1,409.42 $1,597.78 $2,000.24
“ Please find breakdown |
attached
Accompanying | $7,800.95 $1,409.42 $1,597.78 $2,000.24
"
1752,5914,"

Traveler [$7,800.95 $1,409.42 $1,597.78 $2,000.24
“ Please find breakdown |
attached
Accompanying | $7,800.95 $1,409.42 $1,597.78 $2,000.24
"
1753,5915,"
$6,414.95 $1,409.42 $1,597.78 $2,000.24

Please find breakdown
attached

Accompanying [$6,414.95 ; : $2,000.24
"
1754,5916,"
$6,414.95 $1,409.42 $1,597.78 $2,000.24

Please find breakdown
attached

Accompanying [$6,414.95 ; : $2,000.24
"
1755,5917,"
$6,414.95 $1,409.42 $1,597.78 $2,000.24

Please find breakdown
attached

Accompanying [$6,414.95 ; : $2,000.24
"
1756,5918,"
$2,000.24

Please find breakdown
attached

$2,000.24
"
1757,5919,"
Traveler $7,409.95 $1,409.42 $1,597.78 $2,000.24

Please find breakdown

|attached
$1,409.42 $1,597.78 $2,000.24

Please find breakdown
attached

Accompanying {$7,621.95
"
1758,5920,"
$2,000.24

Please find breakdown
attached

$2,000.24
"
1759,5921,"
Traveler $7,409.95 $1,409.42 $1,597.78 $2,000.24

Please find breakdown

|attached
$1,409.42 $1,597.78 $2,000.24

Please find breakdown
attached

Accompanying {$7,621.95
"
1760,5922,"
$2,000.24

Please find breakdown
attached

$2,000.24
"
1761,5923,"
Traveler $7,409.95 $1,409.42 $1,597.78 $2,000.24

Please find breakdown

|attached
$1,409.42 $1,597.78 $2,000.24

Please find breakdown
attached

Accompanying {$7,621.95
"
1762,5927,Error making sandwich
1763,5928,
1764,5929,
1765,5930,
1766,5931,error
1767,5932,error
1768,5933,error
1769,5934,Error making sandwich
1770,5935,Error making sandwich
1771,5936,Error making sandwich
1772,5937,Error making sandwich
1773,5938,Error making sandwich
1774,5939,"

Please find breakdown
attached

$2,000.24
"
1775,5940,"

Please find breakdown
attached

$2,000.24
"
1776,5941,"

Please find breakdown
attached

$2,000.24
"
1777,5942,Error making sandwich
1778,5943,Error making sandwich
1779,5944,Error making sandwich
1780,5945,"

Traveler ($5,565.35. ~~*(81,409.42 $1,597.78 $2,000.24. °°
|

|

7 Accompanying /$5,.565,35
"
1781,5946,"

Traveler ($5,565.35. ~~*(81,409.42 $1,597.78 $2,000.24. °°
|

|

7 Accompanying /$5,.565,35
"
1782,5947,"

Traveler ($5,565.35. ~~*(81,409.42 $1,597.78 $2,000.24. °°
|

|

7 Accompanying /$5,.565,35
"
1783,5948,Error making sandwich
1784,5949,Error making sandwich
1785,5950,Error making sandwich
1786,5951,Error making sandwich
1787,5952,Error making sandwich
1788,5953,Error making sandwich
1789,5954,Error making sandwich
1790,5955,Error making sandwich
1791,5956,Error making sandwich
1792,5957,Error making sandwich
1793,5958,Error making sandwich
1794,5959,Error making sandwich
1795,5960,Error making sandwich
1796,5961,Error making sandwich
1797,5962,Error making sandwich
1798,5963,Error making sandwich
1799,5964,"

= a _ oe a

Traveler ' |$7,296 $2,612.38 1,597.78 $2,000.24

\ Please find breakdown
attached

jo ae

Accompanying [n/a n/a

"
1800,5965,"

= a _ oe a

Traveler ' |$7,296 $2,612.38 1,597.78 $2,000.24

\ Please find breakdown
attached

jo ae

Accompanying [n/a n/a

"
1801,5966,"

= a _ oe a

Traveler ' |$7,296 $2,612.38 1,597.78 $2,000.24

\ Please find breakdown
attached

jo ae

Accompanying [n/a n/a

"
1802,5967,"
$2,000.24

Please find breakdown
attached

Total Transportation | Total Lodging

Expenses

$1,597.78

$2,000.24
Please find breakdown
attached

"
1803,5968,"
$2,000.24

Please find breakdown
attached

Total Transportation | Total Lodging

Expenses

$1,597.78

$2,000.24
Please find breakdown
attached

"
1804,5969,"
$2,000.24

Please find breakdown
attached

Total Transportation | Total Lodging

Expenses

$1,597.78

$2,000.24
Please find breakdown
attached

"
1805,5970,"
Traveler 1$5,318.65 $1,929.13 $2,000.24
Please find breakdown
attached
Accompanying = |p/g na nla
"
1806,5971,"
Traveler 1$5,318.65 $1,929.13 $2,000.24
Please find breakdown
attached
Accompanying = |p/g na nla
"
1807,5972,"
Traveler 1$5,318.65 $1,929.13 $2,000.24
Please find breakdown
attached
Accompanying = |p/g na nla
"
1808,5973,Error making sandwich
1809,5974,Error making sandwich
1810,5975,Error making sandwich
1811,5976,Error making sandwich
1812,5977,Error making sandwich
1813,5978,Error making sandwich
1814,5979,"

$1,409.42 : $2,000.24

Please find breakdown
attached

$2,000.24
"
1815,5980,"

$1,409.42 : $2,000.24

Please find breakdown
attached

$2,000.24
"
1816,5981,"

$1,409.42 : $2,000.24

Please find breakdown
attached

$2,000.24
"
1817,5982,Error making sandwich
1818,5983,Error making sandwich
1819,5984,Error making sandwich
1820,5985,Error making sandwich
1821,5986,Error making sandwich
1822,5987,"

$2044 (Details in
Addendum A)

Accompanying
"
1823,5988,"

$2044 (Details in
Addendum A)

Accompanying
"
1824,5989,"

$2044 (Details in
Addendum A)

Accompanying
"
1825,5990,Error making sandwich
1826,5991,Error making sandwich
1827,5992,Error making sandwich
1828,5993,Error making sandwich
1829,5994,Error making sandwich
1830,5995,Error making sandwich
1831,5996,error
1832,5997,error
1833,5998,error
1834,5999,Error making sandwich
1835,6000,Error making sandwich
1836,6001,Error making sandwich
1837,6002,"

‘Traveler $2237 $1400 $2044 (Details in
Addendum A)
N/A

Accompanying
"
1838,6003,"

‘Traveler $2237 $1400 $2044 (Details in
Addendum A)
N/A

Accompanying
"
1839,6004,"

‘Traveler $2237 $1400 $2044 (Details in
Addendum A)
N/A

Accompanying
"
1840,6006,Error making sandwich
1841,6007,Error making sandwich
1842,6008,Error making sandwich
1843,6012,"

0.00

Total Transportation Total Lodging

Expenses

‘Traveler 2,071.90

Accompanying | 10,307.19 0.00 (Shared Roam)

"
1844,6016,Error making sandwich
1845,6017,Error making sandwich
1846,6018,Error making sandwich
1847,6019,Error making sandwich
1848,6021,"

$2044 (Details in
Addendum A)

Accompanying
"
1849,6022,"

$2044 (Details in
Addendum A)

Accompanying
"
1850,6023,"

$2044 (Details in
Addendum A)

Accompanying
"
1851,6024,Error making sandwich
1852,6025,Error making sandwich
1853,6026,Error making sandwich
1854,6027,"

$2044 (Details in
Addendum A)

Accompanying
"
1855,6028,"

$2044 (Details in
Addendum A)

Accompanying
"
1856,6029,"

$2044 (Details in
Addendum A)

Accompanying
"
1857,6030,Error making sandwich
1858,6031,Error making sandwich
1859,6032,Error making sandwich
1860,6034,Error making sandwich
1861,6036,Error making sandwich
1862,6040,Error making sandwich
1863,6041,"
Traveler $3,022.13 $858.40 $181.94 Ethiopia Visa ($52.00)
Uganda Visa ($51.50)
| Travel Ins. ($157.84) =
41.34
Accompanying | nya NIA NIA
"
1864,6042,"
Traveler $3,022.13 $858.40 $181.94 Ethiopia Visa ($52.00)
Uganda Visa ($51.50)
| Travel Ins. ($157.84) =
41.34
Accompanying | nya NIA NIA
"
1865,6044,"

Expenses

$2,918.50 $858.40 $192.92 Ethiopia Visa ($52.00)
Uganda Visa ($51.50)
Travel Ins. ($157.84) =
Accompanying N/A N/A NIA

"
1866,6045,"

Expenses

$2,918.50 $858.40 $192.92 Ethiopia Visa ($52.00)
Uganda Visa ($51.50)
Travel Ins. ($157.84) =
Accompanying N/A N/A NIA

"
1867,6047,"

$2,933.13 $858.40 $192.93 Ethiopia Visa ($52.00)
Uganda Visa ($51.50)
: Travel Ins. ($157.84) =
NIA

Accompanying NIA
"
1868,6048,"

$2,933.13 $858.40 $192.93 Ethiopia Visa ($52.00)
Uganda Visa ($51.50)
: Travel Ins. ($157.84) =
NIA

Accompanying NIA
"
1869,6049,Error making sandwich
1870,6050,Error making sandwich
1871,6051,Error making sandwich
1872,6052,"

$2,000.24
Please find breakdown
attached

Traveler $8,057.05

Accompanying [n/a
"
1873,6053,"

$2,000.24
Please find breakdown
attached

Traveler $8,057.05

Accompanying [n/a
"
1874,6054,"

$2,000.24
Please find breakdown
attached

Traveler $8,057.05

Accompanying [n/a
"
1875,6056,Error making sandwich
1876,6057,Error making sandwich
1877,6058,"
aaa '$ 8,669 $981 |$ 755 ""Security: $260
| | | Rep. Beatty paid |
| : personally for historical |
jAccompanying 1 ¢ 8.669 $ 755 | Security: $ 260
|"
1878,6059,Error making sandwich
1879,6060,Error making sandwich
1880,6061,"

Security: $260 Rep.
Flores paid personally for
historical visits

Security: $260 Rep.
Flores paid personally for
historical visits

"
1881,6063,Error making sandwich
1882,6064,"

Security: $260
The Bucshon's did not
take historical visits

Accompanying
"
1883,6065,Error making sandwich
1884,6066,"
es ee sient
Traveler $3,730 $ 981 Security: $ 260 Rep.

| Higgins did not take

| | historical visits
Accompanying 1 3730 $755 Security: $ 260 Rep.
Higgins did not take

| historical visits
_ a nn alana

6. All expenses connecied to the trip were for actual costs incurred and not a per diem or lump sum payment. Signify
statement is true by checking box:

"
1885,6067,"

traveler $9,116 $ 981.64 Security: $260

| Rep. Chu paid personally

| al for historical visits
[Accompanying $9,116 $755 Security: $260

"
1886,6068,"

Security: $260 Rep.
Rice paid personally for
historical visits

Security: $260 Rep.
Rice paid personally for
historical visits

"
1887,6069,Error making sandwich
1888,6070,Error making sandwich
1889,6071,"

Security: $260 Rep
Johnson paid personally
for historical visits

Accompanying
"
1890,6072,Error making sandwich
1891,6073,Error making sandwich
1892,6074,Error making sandwich
1893,6076,Error making sandwich
1894,6077,
1895,6078,
1896,6079,
1897,6080,"

$ 8,010 $ 981 Security: § 260 Rep.

Estes paid personally for
historical visit

Accompanying $8,010 Security: $ 260 Rep.
"
1898,6081,Error making sandwich
1899,6082,Error making sandwich
1900,6083,Error making sandwich
1901,6084,Error making sandwich
1902,6086,error
1903,6087,error
1904,6088,error
1905,6090,"

Security: $195 Rep.
Murphy did not take
historical visits

Accompanying

Security: $195 Rep.
"
1906,6091,Error making sandwich
1907,6093,"
Traveler $8,358.35 1$1,043.25 $795.56 $2,000.24
Please find breakdown
attached
Accompanying | n/a Tate 1 n/a
"
1908,6094,"
Traveler $8,358.35 1$1,043.25 $795.56 $2,000.24
Please find breakdown
attached
Accompanying | n/a Tate 1 n/a
"
1909,6095,"
Traveler $8,358.35 1$1,043.25 $795.56 $2,000.24
Please find breakdown
attached
Accompanying | n/a Tate 1 n/a
"
1910,6098,"
Traveler USD 2369.13

USD 719.88 USD 210 NONE
{includes airfare) ;

Accompanying NONE

. NONE NONE NONE
"
1911,6099,"

USD 210.00 NONE

USD 2374.23
(includes airfare)

USD 719,98

NONE
"
1912,6100,"
Traveler USD 2369,23 USD 719.98 USD 210.00 NONE
(includes airfare)
Accompanying {None None None None
"
1913,6101,"

USD 719.98 USD 210 NONE
~

6. Allexpenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment, Sigiify
statement is true by checking box:

Traveler USD 2429.23

(includes airfare)

Accompanying
"
1914,6102,"

‘Traveler USD 2374.23

(includes airfare) USD 719.98 USD 210 NONE

Accompanying
"
1915,6103,"

1,306.69 $3,216.65

Please see breakdown
attached

Accompanying
"
1916,6104,"

Total Lodging
Expenses

Total Transportation
Expenses

Traveler $2,547.87 $1,628.31 1,306.69 $3,216.65
Please see breakdown
attached
Accompanying

"
1917,6105,"

Total Lodging
Expenses

Total Transportation
Expenses

Traveler $2,547.87 $1,628.31 1,306.69 $3,216.65
Please see breakdown
attached
Accompanying

"
1918,6106,"

Total Lodging
Expenses

Total Transportation
Expenses

Traveler $2,547.87 $1,628.31 1,306.69 $3,216.65
Please see breakdown
attached
Accompanying

"
1919,6107,"
Traveler $2,547.87 [s4 628.31 1,306.69 $3,216.65 |
‘ Please see breakdown

attached

|
(zonpanpiag iva Wa n/a
"
1920,6108,"
Traveler $2,547.87 [s4 628.31 1,306.69 $3,216.65 |
‘ Please see breakdown

attached

|
(zonpanpiag iva Wa n/a
"
1921,6109,"
Traveler $2,547.87 [s4 628.31 1,306.69 $3,216.65 |
‘ Please see breakdown

attached

|
(zonpanpiag iva Wa n/a
"
1922,6110,"

$2,547.87 5 F $3,216.65
Please see breakdown

attached

Accompanying
"
1923,6111,"

$2,547.87 5 F $3,216.65
Please see breakdown

attached

Accompanying
"
1924,6112,"

$2,547.87 5 F $3,216.65
Please see breakdown

attached

Accompanying
"
1925,6113,"

$3,216.65
Please see breakdown
attached

Accompanying |
"
1926,6114,"

$3,216.65
Please see breakdown
attached

Accompanying |
"
1927,6115,"

$3,216.65
Please see breakdown
attached

Accompanying |
"
1928,6116,Error making sandwich
1929,6117,Error making sandwich
1930,6118,Error making sandwich
1931,6119,"
$1,628.34 1,306.69 $3,216.65
Please see breakdown
attached
Accompanying Wa ofa nia

"
1932,6120,"
$1,628.34 1,306.69 $3,216.65
Please see breakdown
attached
Accompanying Wa ofa nia

"
1933,6121,"
$1,628.34 1,306.69 $3,216.65
Please see breakdown
attached
Accompanying Wa ofa nia

"
1934,6122,"

Total Transportation
Expenses

Traveler $2,547.87 $1,628.31 1,306.69 $3,216.65
Please see breakdown
attached
Accompanying

"
1935,6123,"

Total Transportation
Expenses

Traveler $2,547.87 $1,628.31 1,306.69 $3,216.65
Please see breakdown
attached
Accompanying

"
1936,6124,"

Total Transportation
Expenses

Traveler $2,547.87 $1,628.31 1,306.69 $3,216.65
Please see breakdown
attached
Accompanying

"
1937,6125,"

Traveler $2,547.87 $1,628.31 1,306.69 $3,216.65 ;
Please see breakdown
attached

Accompanying in/a n/a Inia nla

"
1938,6126,"

Traveler $2,547.87 $1,628.31 1,306.69 $3,216.65 ;
Please see breakdown
attached

Accompanying in/a n/a Inia nla

"
1939,6127,"

Traveler $2,547.87 $1,628.31 1,306.69 $3,216.65 ;
Please see breakdown
attached

Accompanying in/a n/a Inia nla

"
1940,6129,"
$2,590.87 $1,628.31 $3,216.65

Please see breakdown
attached

"
1941,6130,"

Traveler $3,048.75 $576.44 $169,09 Hotel meeting space:
$12.90

Accompanying

"
1942,6132,"

‘Total Transportation
Expenses

$1001 $475 $56 baggage

$2182
$ 100 room rental

Accompanying NA NA A
"
